------------------------------------------------------------
 E - Electric Field
------------------------------------------------------------
Position (um), Electric Field (V/cm)
       10.0000337407,       -98323.8120942
       10.0000378985,       -98321.3306293
       10.0000425137,       -98318.5766661
       10.0000476366,       -98315.5203359
       10.0000533229,       -98312.1285091
       10.0000596348,       -98308.3644417
        10.000066641,       -98304.1873843
       10.0000744178,       -98299.5521497
       10.0000830502,       -98294.4086352
        10.000092632,       -98288.7012939
       10.0001032679,       -98282.3685508
       10.0001150737,       -98275.3421577
       10.0001281782,       -98267.5464817
       10.0001427241,       -98258.8977193
       10.0001588701,       -98249.3030301
       10.0001767922,       -98238.6595824
       10.0001966857,       -98226.8535011
       10.0002187675,       -98213.7587099
       10.0002432783,       -98199.2356575
       10.0002704852,        -98183.129917
        10.000300685,       -98165.2706469
       10.0003342066,       -98145.4689006
       10.0003714157,       -98123.5157716
       10.0004127178,       -98099.1803573
       10.0004585631,       -98072.2075264
       10.0005094514,       -98042.3154701
       10.0005659374,       -98009.1930163
       10.0006286369,       -97972.4966822
       10.0006982333,       -97931.8474382
       10.0007754853,       -97886.8271508
        10.000861235,       -97836.9746649
       10.0009564173,       -97781.7814818
       10.0010620695,       -97720.6869756
       10.0011793435,        -97653.073083
       10.0013095176,       -97578.2583853
       10.0014540109,       -97495.4914839
       10.0016143985,       -97403.9435522
       10.0017924287,       -97302.6999222
       10.0019900422,       -97190.7505415
       10.0022093932,       -97066.9791056
       10.0024528728,       -96930.1506497
       10.0027231351,       -96778.8973585
       10.0030231263,       -96611.7023372
       10.0033561166,       -96426.8810814
       10.0037257358,       -96222.5603934
        10.004136013,       -95996.6545191
       10.0045914208,       -95746.8383246
       10.0050969235,       -95470.5173968
       10.0056580314,       -95164.7950236
       10.0062808612,       -94826.4360774
       10.0069722023,        -94451.827868
       10.0077395909,       -94036.9380275
       10.0085913923,       -93577.2694068
       10.0095368917,       -93067.8117968
       10.0105863962,       -92502.9900255
       10.0117513461,       -91876.6076597
       10.0130444406,       -91181.7851917
       10.0144797754,       -90410.8913015
        10.016072997,       -89555.4656014
        10.017841473,       -88606.1312517
       10.0198044814,       -87552.4959655
       10.0219834207,       -86383.0401503
       10.0244020433,       -85084.9911585
       10.0270867145,       -83644.1827397
       10.0300666994,       -82044.8987366
       10.0333744827,       -80269.6998358
       10.0370461221,       -78299.2318325
       10.0411216419,       -76112.0134632
       10.0456454689,       -73684.2014828
       10.0506669168,        -70989.330327
        10.056240724,       -67998.0234165
         10.06242765,       -64677.6729284
       10.0692951379,       -60992.0849066
       10.0769180494,       -56901.0886606
       10.0853794812,       -52360.1258467
       10.0947716705,       -47319.9497567
       10.1051970006,       -41727.3110281
        10.116769117,       -35531.6921064
       10.1296141662,        -28720.896135
       10.1438721708,       -21448.2282359
        10.159698556,       -14274.3200199
       10.1772658435,       -8189.78629146
       10.1967655326,       -3996.10792595
       10.2184101876,       -1674.94569032
       10.2424357545,       -614.372333545
       10.2691041339,       -199.656194742
        10.298706035,       -57.6618260801
       10.3315641452,       -14.7520722525
       10.3680366475,       -3.32222468595
       10.4085211251,      -0.653659198527
       10.4534588952,      -0.111494890071
         10.50333982,     -0.0163652088232
       10.5587076465,    -0.00205549769655
        10.620165934,   -0.000222967426313
       10.6883846331,   -2.44595482385e-05
       10.7641073891,   -6.37691953626e-06
       10.8481596482,   -4.99902467612e-06
       10.9414576559,   -4.91160269015e-06
       11.0450184444,   -4.90700301798e-06
       11.1599709196,   -4.90680106842e-06
       11.2875681671,   -4.90679283698e-06
       11.4292011119,   -4.90679245028e-06
       11.5864136805,   -4.90679306231e-06
       11.7609196318,   -4.90679136653e-06
       11.9546212376,   -4.90679197945e-06
       12.1696300201,   -4.90679237498e-06
       12.4082897686,   -4.90679170437e-06
       12.6732020895,   -4.90679222157e-06
       12.9672547657,   -4.90679205107e-06
       13.2936532363,   -4.90679193826e-06
       13.6559555387,    -4.9067915653e-06
       14.0581110943,   -4.90679232075e-06
        14.504503761,   -4.90679240441e-06
       14.9999996211,   -4.90679166957e-06
       15.2317110533,   -4.90679119315e-06
       15.4750080571,   -4.90679178497e-06
       15.7304699111,   -4.90679232501e-06
       15.9987048577,     -4.906792253e-06
       16.2803515518,    -4.9067924314e-06
       16.5760805805,   -4.90679166238e-06
       16.8865960607,   -4.90679180647e-06
       17.2126373148,    -4.9067921473e-06
       17.5549806317,   -4.90679194141e-06
       17.9144411144,   -4.90679191456e-06
       18.2918746213,   -4.90679204784e-06
       18.6881798035,   -4.90679226031e-06
       19.1043002448,   -4.90679173942e-06
       19.5412267082,   -4.90679143143e-06
       19.9999994948,   -4.90679127794e-06

