------------------------------------------------------------
 E - Electric Field
------------------------------------------------------------
Position (um), Electric Field (V/cm)
       10.3315641452,      -0.277411158141
       10.3680366475,     -0.0622104865895
       10.4085211251,     -0.0119855838629
       10.4534588952,    -0.00178241628026
         10.50333982,   -7.80510449821e-06
       10.5587076465,   -0.000277069704526
        10.620165934,   -0.000311528325985
       10.6883846331,   -0.000315239137649
       10.7641073891,   -0.000315557646296
       10.8481596482,   -0.000315565010597
       10.9414576559,   -0.000315551283695
       11.0450184444,   -0.000315539040335
       11.1599709196,   -0.000315529496194
       11.2875681671,   -0.000315522384721
       11.4292011119,   -0.000315517313397
       11.5864136805,   -0.000315513866089
       11.7609196318,   -0.000315511643277
       11.9546212376,   -0.000315510291939
       12.1696300201,   -0.000315509521063
       12.4082897686,   -0.000315509110827
       12.6732020895,   -0.000315508907753
       12.9672547657,   -0.000315508814323
       13.2936532363,   -0.000315508775699
       13.6559555387,   -0.000315508761335
       14.0581110943,   -0.000315508755951
        14.504503761,   -0.000315508754024
       14.9999996211,   -0.000315508752928
       15.2317110533,   -0.000315508753539
       15.4750080571,   -0.000315508754071
       15.7304699111,   -0.000315508753189
       15.9987048577,   -0.000315508752994
       16.2803515518,   -0.000315508753771
       16.5760805805,   -0.000315508753681
       16.8865960607,   -0.000315508753237
       17.2126373148,   -0.000315508753656
       17.5549806317,   -0.000315508753544
       17.9144411144,   -0.000315508753401
       18.2918746213,   -0.000315508753441
       18.6881798035,   -0.000315508753622
       19.1043002448,   -0.000315508753647
       19.5412267082,   -0.000315508753941
       19.9999994948,   -0.000315508754529

