Z,N,Name,Exceso_masa_keV,Lifetime
0,1,Neutron,8.07E+3,4.40E-4
1,0,1H,7.28E+3,1.30E-5
1,1,2H,1.31E+4,1.50E-5
1,2,3H,1.49E+4,8.00E-5
1,3,4H,2.46E+4,1.00E+2
1,4,5H,3.28E+4,8.94E+1
1,5,6H,4.18E+4,2.54E+2
1,6,7H,4.91E+4,1.00E+3
2,1,3He,1.49E+4,6.00E-5
2,2,4He,2.42E+3,1.50E-4
2,3,5He,1.12E+4,2.00E+1
2,4,6He,1.75E+4,5.30E-2
2,5,7He,2.60E+4,7.55
2,6,8He,3.16E+4,8.90E-2
2,7,9He,4.09E+4,4.68E+1
2,8,10He,4.91E+4,9.28E+1
3,1,4Li,2.53E+4,2.12E+2
3,2,5Li,1.16E+4,5.00E+1
3,3,6Li,1.40E+4,1.44E-3
3,4,7Li,1.49E+4,4.19E-3
3,5,8Li,2.09E+4,4.70E-2
3,6,9Li,2.49E+4,1.86E-1
3,7,10Li,3.30E+4,1.27E+1
3,8,11Li,4.07E+4,6.15E-1
3,9,12Li,4.90E+4,3.00E+1
3,10,13Li,5.69E+4,7.00E+1
4,2,6Be,1.83E+4,5.44
4,3,7Be,1.57E+4,7.09E-2
4,4,8Be,4.94E+3,3.50E-2
4,5,9Be,1.13E+4,7.60E-2
4,6,10Be,1.26E+4,8.10E-2
4,7,11Be,2.01E+4,2.38E-1
4,8,12Be,2.50E+4,1.90
4,9,13Be,3.36E+4,1.01E+1
4,11,15Be,4.98E+4,1.65E+2
4,12,16Be,5.74E+4,1.65E+2
4,10,14Be,3.99E+4,1.32E+2
5,12,17B,4.37E+4,2.04E+2
5,13,18B,5.17E+4,2.04E+2
5,14,19B,5.97E+4,5.25E+2
5,15,20B,6.94E+4,5.46E+2
5,16,21B,7.83E+4,5.58E+2
5,10,15B,2.89E+4,2.10E+1
5,11,16B,3.71E+4,2.45E+1
5,2,7B,2.76E+4,2.51E+1
5,3,8B,2.29E+4,1.00
5,4,9B,1.24E+4,9.03E-1
5,5,10B,1.20E+4,1.50E-2
5,6,11B,8.66E+3,1.20E-2
5,7,12B,1.33E+4,1.32
5,8,13B,1.65E+4,1.00
5,9,14B,2.36E+4,2.12E+1
6,2,8C,3.50E+4,1.82E+1
6,3,9C,2.89E+4,2.13
6,4,10C,1.56E+4,7.00E-2
6,5,11C,1.06E+4,6.00E-2
6,6,12C,0.0,0.0
6,7,13C,3.12E+3,2.30E-4
6,8,14C,3.01E+3,3.75E-3
6,9,15C,9.87E+3,8.00E-1
6,14,20C,3.75E+4,2.30E+2
6,13,19C,3.24E+4,9.83E+1
6,16,22C,5.36E+4,2.31E+2
6,10,16C,1.36E+4,3.57
6,12,18C,2.49E+4,3.00E+1
6,11,17C,2.10E+4,1.73E+1
7,15,22N,3.17E+4,2.07E+2
7,14,21N,2.52E+4,1.34E+2
7,17,24N,4.69E+4,4.01E+2
7,16,23N,3.67E+4,4.20E+2
7,11,18N,1.31E+4,1.85E+1
7,10,17N,7.87E+3,1.50E+1
7,13,20N,2.17E+4,7.88E+1
7,12,19N,1.58E+4,1.64E+1
7,3,10N,3.88E+4,4.00E+2
7,4,11N,2.43E+4,5.00
7,5,12N,1.73E+4,1.00
7,6,13N,5.34E+3,2.70E-1
7,7,14N,2.86E+3,2.20E-4
7,8,15N,1.01E+2,5.80E-4
7,9,16N,5.68E+3,2.30
8,17,25O,2.73E+4,1.65E+2
8,18,26O,3.46E+4,1.64E+2
8,15,23O,1.46E+4,1.21E+2
8,16,24O,1.85E+4,1.64E+2
8,10,18O,-7.82E+2,6.40E-4
8,13,21O,8.06E+3,1.20E+1
8,14,22O,9.28E+3,5.69E+1
8,11,19O,3.33E+3,2.63
8,12,20O,3.79E+3,8.85E-1
8,20,28O,5.20E+4,6.99E+2
8,3,11O,,
8,4,12O,3.20E+4,1.20E+1
8,5,13O,2.31E+4,9.52
8,6,14O,8.00E+3,2.50E-2
8,7,15O,2.85E+3,4.90E-1
8,8,16O,-4.73E+3,3.00E-4
8,9,17O,-8.08E+2,6.40E-4
9,18,27F,2.51E+4,1.20E+2
9,19,28F,3.34E+4,1.20E+2
9,16,25F,1.13E+4,9.64E+1
9,17,26F,1.86E+4,1.07E+2
9,17,26F,1.93e+04,1.07e+02
9,10,19F,-1.48E+3,8.20E-4
9,11,20F,-1.74E+1,3.00E-2
9,14,23F,3.28E+3,3.33E+1
9,15,24F,7.54E+3,9.76E+1
9,12,21F,-4.76E+1,1.80
9,13,22F,2.79E+3,1.23E+1
9,21,30F,4.89E+4,5.00E+2
9,22,31F,5.68E+4,5.35E+2
9,20,29F,4.01E+4,5.25E+2
9,5,14F,3.19E+4,4.11E+1
9,6,15F,1.65E+4,1.40E+1
9,7,16F,1.06E+4,5.36
9,8,17F,1.95E+3,2.48E-1
9,9,18F,8.73E+2,4.63E-1
10,10,20Ne,-7.04E+3,1.54E-3
10,11,21Ne,-5.73E+3,3.80E-2
10,12,22Ne,-8.02E+3,1.80E-2
10,13,23Ne,-5.15E+3,1.04E-1
10,14,24Ne,-5.95E+3,5.13E-1
10,15,25Ne,-2.03E+3,2.90E+1
10,16,26Ne,4.81E+2,1.84E+1
10,17,27Ne,7.05E+3,9.07E+1
10,18,28Ne,1.12E+4,1.26E+2
10,19,29Ne,1.83E+4,1.49E+2
10,20,30Ne,2.32E+4,2.53E+2
10,21,31Ne,3.11E+4,2.66E+2
10,22,32Ne,3.69E+4,5.03E+2
10,23,33Ne,4.61E+4,6.00E+2
10,24,34Ne,5.28E+4,5.13E+2
10,9,19Ne,1.75E+3,1.60E-1
10,7,17Ne,1.65E+4,3.54E-1
10,8,18Ne,5.31E+3,3.63E-1
10,5,15Ne,,
10,6,16Ne,2.39E+4,2.04E+1
11,9,20Na,6.85E+3,1.10
11,8,19Na,1.29E+4,1.05E+1
11,7,18Na,2.50E+4,9.38E+1
11,6,17Na,3.47E+4,5.96E+1
11,21,32Na,1.86E+4,3.72E+1
11,20,31Na,1.22E+4,1.39E+1
11,23,34Na,3.16E+4,5.99E+2
11,22,33Na,2.37E+4,4.49E+2
11,24,35Na,3.78E+4,6.70E+2
11,26,37Na,5.31E+4,6.87E+2
11,10,21Na,-2.18E+3,4.20E-2
11,12,23Na,-9.52E+3,1.81E-3
11,11,22Na,-5.18E+3,1.32E-1
11,14,25Na,-9.35E+3,1.20
11,13,24Na,-8.41E+3,1.70E-2
11,16,27Na,-5.51E+3,3.72
11,15,26Na,-6.86E+3,3.50
11,18,29Na,2.67E+3,7.33
11,17,28Na,-9.88E+2,1.02E+1
11,19,30Na,8.47E+3,4.72
12,11,23Mg,-5.47E+3,3.20E-2
12,10,22Mg,-3.99E+2,1.59E-1
12,13,25Mg,-1.31E+4,4.70E-2
12,12,24Mg,-1.39E+4,1.30E-2
12,15,27Mg,-1.45E+4,4.70E-2
12,14,26Mg,-1.62E+4,2.90E-2
12,17,29Mg,-1.06E+4,3.45E-1
12,16,28Mg,-1.50E+4,2.61E-1
12,19,31Mg,-3.12E+3,3.07
12,18,30Mg,-8.88E+3,1.29
12,20,32Mg,-8.28E+2,3.26
12,22,34Mg,8.32E+3,6.89
12,21,33Mg,4.96E+3,2.66
12,24,36Mg,2.03E+4,6.90E+2
12,23,35Mg,1.56E+4,2.69E+2
12,26,38Mg,3.40E+4,5.03E+2
12,25,37Mg,2.82E+4,6.98E+2
12,28,40Mg,4.95E+4,5.00E+2
12,9,21Mg,1.09E+4,7.55E-1
12,8,20Mg,1.74E+4,1.86
12,7,19Mg,3.18E+4,6.00E+1
12,6,18Mg,,
13,9,22Al,1.82E+4,4.01E+2
13,8,21Al,2.70E+4,6.00E+2
13,22,35Al,-2.23E+2,7.35
13,23,36Al,5.95E+3,1.49E+2
13,20,33Al,-8.49E+3,6.98
13,21,34Al,-2.99E+3,2.10
13,21,34Al,-2.95e+03,2.10e+00
13,26,39Al,2.14E+4,3.00E+2
13,27,40Al,2.88E+4,3.00E+2
13,24,37Al,9.80E+3,1.80E+2
13,25,38Al,1.64E+4,1.50E+2
13,28,41Al,3.45E+4,4.00E+2
13,29,42Al,4.19E+4,5.00E+2
13,30,43Al,4.82E+4,6.00E+2
13,11,24Al,-4.88E+1,2.28E-1
13,11,24Al,3.77e+02,2.28e-01
13,12,25Al,-8.91E+3,6.50E-2
13,10,23Al,6.74E+3,3.45E-1
13,15,28Al,-1.68E+4,4.90E-2
13,16,29Al,-1.82E+4,3.45E-1
13,13,26Al,-1.22E+4,6.60E-2
13,13,26Al,-1.20e+04,6.60e-02
13,14,27Al,-1.71E+4,4.70E-2
13,19,32Al,-1.10E+4,7.17
13,17,30Al,-1.58E+4,1.93
13,18,31Al,-1.49E+4,2.23
14,30,44Si,2.93E+4,5.00E+2
14,12,26Si,-7.14E+3,1.08E-1
14,13,27Si,-1.23E+4,1.07E-1
14,10,24Si,1.07E+4,1.94E+1
14,11,25Si,3.82E+3,1.00E+1
14,16,30Si,-2.44E+4,2.20E-2
14,17,31Si,-2.29E+4,4.29E-2
14,14,28Si,-2.14E+4,5.10E-4
14,15,29Si,-2.18E+4,5.60E-4
14,18,32Si,-2.40E+4,2.98E-1
14,19,33Si,-2.05E+4,6.99E-1
14,23,37Si,-6.57E+3,1.13E+2
14,24,38Si,-4.17E+3,1.04E+2
14,21,35Si,-1.43E+4,3.58E+1
14,22,36Si,-1.24E+4,7.17E+1
14,27,41Si,1.32E+4,3.00E+2
14,28,42Si,1.68E+4,3.00E+2
14,25,39Si,2.32E+3,1.35E+2
14,26,40Si,5.66E+3,1.21E+2
14,20,34Si,-1.99E+4,8.01E-1
14,29,43Si,2.43E+4,4.00E+2
14,9,23Si,2.39E+4,5.00E+2
14,8,22Si,3.36E+4,5.00E+2
15,25,40P,-8.13E+3,8.36E+1
15,24,39P,-1.27E+4,1.12E+2
15,23,38P,-1.46E+4,7.25E+1
15,22,37P,-1.89E+4,3.79E+1
15,29,44P,1.11E+4,4.00E+2
15,28,43P,5.04E+3,3.00E+2
15,27,42P,1.09E+3,9.50E+1
15,26,41P,-4.97E+3,1.20E+2
15,21,36P,-2.02E+4,1.31E+1
15,20,35P,-2.48E+4,1.86
15,32,47P,2.88E+4,6.00E+2
15,31,46P,2.28E+4,5.00E+2
15,30,45P,1.59E+4,5.00E+2
15,14,29P,-1.69E+4,3.59E-1
15,13,28P,-7.14E+3,1.14
15,12,27P,-6.59E+2,9.00
15,11,26P,1.09E+4,1.96E+2
15,18,33P,-2.63E+4,1.09
15,17,32P,-2.43E+4,4.00E-2
15,16,31P,-2.44E+4,7.50E-4
15,15,30P,-2.02E+4,6.50E-2
15,10,25P,2.01E+4,4.00E+2
15,19,34P,-2.45E+4,8.10E-1
16,33,49S,2.03E+4,5.83E+2
16,32,48S,1.23E+4,5.00E+2
16,31,47S,7.20E+3,4.00E+2
16,30,46S,6.40E+2,4.00E+2
16,15,31S,-1.90E+4,2.29E-1
16,14,30S,-1.40E+4,2.06E-1
16,13,29S,-3.09E+3,1.30E+1
16,12,28S,4.07E+3,1.60E+2
16,19,35S,-2.88E+4,4.00E-2
16,18,34S,-2.99E+4,4.50E-2
16,17,33S,-2.65E+4,1.34E-3
16,16,32S,-2.60E+4,1.31E-3
16,11,27S,1.74E+4,4.00E+2
16,10,26S,2.76E+4,6.00E+2
16,26,42S,-1.76E+4,2.79
16,25,41S,-1.90E+4,4.09
16,24,40S,-2.28E+4,3.98
16,23,39S,-2.31E+4,5.00E+1
16,29,45S,-3.34E+3,3.00E+2
16,28,44S,-9.20E+3,5.21
16,27,43S,-1.21E+4,4.97
16,22,38S,-2.68E+4,7.17
16,21,37S,-2.68E+4,1.98E-1
16,20,36S,-3.06E+4,1.88E-1
17,28,45Cl,-1.82E+4,1.36E+2
17,29,46Cl,-1.37E+4,9.72E+1
17,24,41Cl,-2.73E+4,6.87E+1
17,25,42Cl,-2.48E+4,5.96E+1
17,26,43Cl,-2.41E+4,6.18E+1
17,27,44Cl,-2.04E+4,8.55E+1
17,20,37Cl,-3.17E+4,5.20E-2
17,21,38Cl,-2.97E+4,9.80E-2
17,21,38Cl,-2.91e+04,9.80e-02
17,22,39Cl,-2.98E+4,1.73
17,23,40Cl,-2.75E+4,3.20E+1
17,35,52Cl,2.23E+4,7.00E+2
17,31,48Cl,-4.28E+3,5.00E+2
17,32,49Cl,7.40E+2,4.00E+2
17,33,50Cl,7.70E+3,4.00E+2
17,34,51Cl,1.42E+4,7.00E+2
17,30,47Cl,-9.58E+3,2.00E+2
17,17,34Cl,-2.44E+4,4.90E-2
17,17,34Cl,-2.43e+04,4.90e-02
17,18,35Cl,-2.90E+4,3.50E-2
17,19,36Cl,-2.95E+4,3.60E-2
17,13,30Cl,4.67E+3,2.38E+1
17,14,31Cl,-7.03E+3,3.44
17,15,32Cl,-1.33E+4,5.62E-1
17,16,33Cl,-2.10E+4,3.91E-1
17,11,28Cl,2.82E+4,5.00E+2
17,12,29Cl,1.40E+4,1.89E+2
18,36,54Ar,1.25E+4,8.00E+2
18,32,50Ar,-1.32E+4,5.00E+2
18,33,51Ar,-6.49E+3,4.00E+2
18,34,52Ar,-1.38E+3,6.00E+2
18,35,53Ar,6.79E+3,6.99E+2
18,30,48Ar,-2.23E+4,1.67E+1
18,31,49Ar,-1.70E+4,4.00E+2
18,18,36Ar,-3.02E+4,2.70E-2
18,19,37Ar,-3.09E+4,2.07E-1
18,14,32Ar,-2.20E+3,1.77
18,15,33Ar,-9.38E+3,4.01E-1
18,16,34Ar,-1.83E+4,7.80E-2
18,17,35Ar,-2.30E+4,6.80E-1
18,11,29Ar,3.79E+4,4.39E+2
18,12,30Ar,2.20E+4,1.79E+2
18,13,31Ar,1.13E+4,2.00E+2
18,29,47Ar,-2.53E+4,1.21
18,25,43Ar,-3.20E+4,5.31
18,26,44Ar,-3.26E+4,1.58
18,27,45Ar,-2.97E+4,5.12E-1
18,28,46Ar,-2.97E+4,2.32
18,21,39Ar,-3.32E+4,5.00
18,22,40Ar,-3.50E+4,2.18E-3
18,23,41Ar,-3.30E+4,3.47E-1
18,24,42Ar,-3.44E+4,5.77
18,20,38Ar,-3.47E+4,1.95E-1
19,40,59K,2.87E+4,8.00E+2
19,27,46K,-3.54E+4,7.27E-1
19,26,45K,-3.66E+4,5.22E-1
19,29,48K,-3.22E+4,7.73E-1
19,28,47K,-3.57E+4,1.39
19,23,42K,-3.50E+4,1.06E-1
19,22,41K,-3.55E+4,3.76E-3
19,25,44K,-3.57E+4,4.19E-1
19,24,43K,-3.65E+4,4.10E-1
19,21,40K,-3.35E+4,5.60E-2
19,20,39K,-3.38E+4,4.56E-3
19,38,57K,1.41E+4,6.00E+2
19,37,56K,7.98E+3,6.00E+2
19,34,53K,-1.22E+4,1.11E+2
19,33,52K,-1.71E+4,3.35E+1
19,36,55K,4.70E+2,5.00E+2
19,35,54K,-5.15E+3,4.00E+2
19,30,49K,-2.96E+4,8.01E-1
19,32,51K,-2.25E+4,1.30E+1
19,31,50K,-2.57E+4,7.73
19,19,38K,-2.88E+4,1.95E-1
19,19,38K,-2.87e+04,1.95e-01
19,16,35K,-1.11E+4,5.12E-1
19,18,37K,-2.48E+4,9.40E-2
19,17,36K,-1.74E+4,3.25E-1
19,12,31K,,
20,39,59Ca,5.81E+3,6.00E+2
20,38,58Ca,-1.53E+3,5.00E+2
20,37,57Ca,-6.56E+3,4.00E+2
20,36,56Ca,-1.35E+4,2.49E+2
20,35,55Ca,-1.86E+4,1.60E+2
20,34,54Ca,-2.51E+4,4.84E+1
20,33,53Ca,-2.93E+4,4.37E+1
20,32,52Ca,-3.42E+4,6.71E-1
20,31,51Ca,-3.63E+4,5.22E-1
20,30,50Ca,-3.95E+4,1.58
20,40,60Ca,1.10E+4,7.00E+2
20,19,39Ca,-2.72E+4,5.96E-1
20,18,38Ca,-2.20E+4,1.94E-1
20,17,37Ca,-1.31E+4,6.34E-1
20,16,36Ca,-6.45E+3,4.00E+1
20,15,35Ca,5.19E+3,2.00E+2
20,29,49Ca,-4.13E+4,1.78E-1
20,28,48Ca,-4.42E+4,1.80E-2
20,27,47Ca,-4.23E+4,2.22
20,26,46Ca,-4.31E+4,2.23
20,25,45Ca,-4.08E+4,3.65E-1
20,24,44Ca,-4.14E+4,3.25E-1
20,23,43Ca,-3.84E+4,2.27E-1
20,22,42Ca,-3.85E+4,1.48E-1
20,21,41Ca,-3.51E+4,1.38E-1
20,20,40Ca,-3.48E+4,2.00E-2
21,29,50Sc,-4.45E+4,2.51
21,29,50Sc,-4.43e+04,2.52e+00
21,28,49Sc,-4.65E+4,2.26
21,27,48Sc,-4.45E+4,4.95
21,26,47Sc,-4.43E+4,1.93
21,25,46Sc,-4.17E+4,6.71E-1
21,25,46Sc,-4.16e+04,6.71e-01
21,24,45Sc,-4.10E+4,6.63E-1
21,24,45Sc,-4.11e+04,6.63e-01
21,23,44Sc,-3.78E+4,1.75
21,23,44Sc,-3.75e+04,1.76e+00
21,22,43Sc,-3.61E+4,1.86
21,21,42Sc,-3.21E+4,1.54E-1
21,21,42Sc,-3.15e+04,1.54e-01
21,20,41Sc,-2.86E+4,7.70E-2
21,39,60Sc,-4.55E+3,5.00E+2
21,38,59Sc,-1.08E+4,2.49E+2
21,37,58Sc,-1.54E+4,1.90E+2
21,36,57Sc,-2.13E+4,1.79E+2
21,35,56Sc,-2.55E+4,2.59E+2
21,34,55Sc,-3.08E+4,6.24E+1
21,33,54Sc,-3.44E+4,1.39E+1
21,32,53Sc,-3.87E+4,1.76E+1
21,31,52Sc,-4.05E+4,3.07
21,30,51Sc,-4.32E+4,2.51
21,19,40Sc,-2.05E+4,2.82
21,18,39Sc,-1.41E+4,2.40E+1
21,41,62Sc,7.31E+3,6.00E+2
21,40,61Sc,5.00E+2,6.00E+2
22,39,61Ti,-1.63E+4,3.00E+2
22,38,60Ti,-2.20E+4,2.40E+2
22,37,59Ti,-2.58E+4,3.00E+2
22,36,58Ti,-3.09E+4,1.83E+2
22,35,57Ti,-3.44E+4,2.05E+2
22,34,56Ti,-3.94E+4,1.00E+2
22,33,55Ti,-4.18E+4,2.88E+1
22,32,54Ti,-4.57E+4,1.58E+1
22,31,53Ti,-4.68E+4,2.88
22,30,52Ti,-4.94E+4,2.74
22,42,64Ti,-1.48E+3,6.00E+2
22,41,63Ti,-5.86E+3,5.00E+2
22,40,62Ti,-1.22E+4,4.00E+2
22,19,41Ti,-1.56E+4,2.79E+1
22,18,40Ti,-8.99E+3,6.82E+1
22,17,39Ti,2.50E+3,2.00E+2
22,29,51Ti,-4.97E+4,4.84E-1
22,28,50Ti,-5.14E+4,8.20E-2
22,27,49Ti,-4.85E+4,7.80E-2
22,26,48Ti,-4.84E+4,7.40E-2
22,25,47Ti,-4.49E+4,8.00E-2
22,24,46Ti,-4.41E+4,9.00E-2
22,23,45Ti,-3.90E+4,8.36E-1
22,22,44Ti,-3.75E+4,7.00E-1
22,21,43Ti,-2.93E+4,5.71
22,20,42Ti,-2.51E+4,2.69E-1
23,41,64V,-1.63E+4,4.00E+2
23,42,65V,-1.21E+4,5.00E+2
23,43,66V,-6.30E+3,5.00E+2
23,44,67V,-1.74E+3,6.00E+2
23,40,63V,-2.17E+4,3.39E+2
23,27,50V,-4.92E+4,9.30E-2
23,28,51V,-5.22E+4,9.70E-2
23,29,52V,-5.14E+4,1.59E-1
23,20,43V,-1.79E+4,4.28E+1
23,21,44V,-2.38E+4,7.26
23,21,44V,-2.35e+04,7.26e+00
23,22,45V,-3.18E+4,8.63E-1
23,23,46V,-3.70E+4,1.34E-1
23,24,47V,-4.20E+4,1.10E-1
23,25,48V,-4.44E+4,9.72E-1
23,26,49V,-4.79E+4,8.24E-1
23,38,61V,-3.01E+4,2.34E+2
23,39,62V,-2.52E+4,2.64E+2
23,30,53V,-5.18E+4,3.10
23,31,54V,-4.98E+4,1.11E+1
23,32,55V,-4.91E+4,2.70E+1
23,33,56V,-4.61E+4,1.75E+2
23,34,57V,-4.44E+4,8.47E+1
23,35,58V,-4.04E+4,9.58E+1
23,36,59V,-3.76E+4,1.37E+2
23,37,60V,-3.30E+4,1.81E+2
23,37,60V,-3.30E+4,1.81E+2
23,19,42V,-7.62E+3,1.96E+2
24,39,63Cr,-3.61E+4,7.26E+1
24,31,55Cr,-5.51E+4,2.28E-1
24,32,56Cr,-5.52E+4,5.78E-1
24,33,57Cr,-5.25E+4,1.86
24,34,58Cr,-5.19E+4,2.98
24,35,59Cr,-4.81E+4,6.71E-1
24,36,60Cr,-4.69E+4,1.11
24,37,61Cr,-4.24E+4,1.86
24,38,62Cr,-4.08E+4,3.44
24,30,54Cr,-5.69E+4,1.32E-1
24,42,66Cr,-2.51E+4,3.00E+2
24,43,67Cr,-1.92E+4,4.00E+2
24,44,68Cr,-1.56E+4,5.00E+2
24,45,69Cr,-9.63E+3,5.00E+2
24,46,70Cr,-5.64E+3,6.00E+2
24,40,64Cr,-3.36E+4,2.99E+2
24,41,65Cr,-2.83E+4,2.00E+2
24,18,42Cr,7.06E+3,3.00E+2
24,19,43Cr,-1.97E+3,2.00E+2
24,28,52Cr,-5.54E+4,1.12E-1
24,29,53Cr,-5.52E+4,1.16E-1
24,20,44Cr,-1.34E+4,5.12E+1
24,21,45Cr,-1.95E+4,3.53E+1
24,22,46Cr,-2.94E+4,1.14E+1
24,23,47Cr,-3.45E+4,5.19
24,24,48Cr,-4.28E+4,7.31
24,25,49Cr,-4.53E+4,2.20
24,26,50Cr,-5.02E+4,9.40E-2
24,27,51Cr,-5.14E+4,1.67E-1
25,44,69Mn,-2.53E+4,4.00E+2
25,43,68Mn,-2.89E+4,3.00E+2
25,46,71Mn,-1.66E+4,5.00E+2
25,45,70Mn,-2.04E+4,5.00E+2
25,48,73Mn,-6.70E+3,6.00E+2
25,47,72Mn,-1.11E+4,6.00E+2
25,40,65Mn,-4.09E+4,3.72
25,42,67Mn,-3.35E+4,2.00E+2
25,41,66Mn,-3.67E+4,1.11E+1
25,29,54Mn,-5.55E+4,1.00
25,22,47Mn,-2.25E+4,3.16E+1
25,21,46Mn,-1.24E+4,8.66E+1
25,24,49Mn,-3.76E+4,2.21
25,23,48Mn,-2.92E+4,6.69
25,26,51Mn,-4.82E+4,3.04E-1
25,25,50Mn,-4.26E+4,1.15E-1
25,25,50Mn,-4.24e+04,1.15e-01
25,28,53Mn,-5.46E+4,3.46E-1
25,27,52Mn,-5.07E+4,1.29E-1
25,27,52Mn,-5.03e+04,1.29e-01
25,33,58Mn,-5.58E+4,2.70
25,33,58Mn,-5.58e+04,2.70e+00
25,32,57Mn,-5.74E+4,1.50
25,35,60Mn,-5.29E+4,2.32
25,35,60Mn,-5.27e+04,2.33e+00
25,34,59Mn,-5.55E+4,2.32
25,37,62Mn,-4.85E+4,6.54
25,37,62Mn,-4.82e+04,6.54e+00
25,36,61Mn,-5.17E+4,2.32
25,39,64Mn,-4.29E+4,3.54
25,38,63Mn,-4.68E+4,3.72
25,31,56Mn,-5.69E+4,2.93E-1
25,30,55Mn,-5.77E+4,2.60E-1
25,19,44Mn,7.46E+3,3.00E+2
26,34,60Fe,-6.14E+4,3.40
26,33,59Fe,-6.06E+4,3.30E-1
26,36,62Fe,-5.88E+4,2.79
26,35,61Fe,-5.89E+4,2.60
26,38,64Fe,-5.49E+4,5.01
26,37,63Fe,-5.56E+4,4.30
26,39,65Fe,-5.12E+4,5.11
26,39,65Fe,-5.08e+04,5.11e+00
26,30,56Fe,-6.06E+4,2.68E-1
26,32,58Fe,-6.21E+4,3.16E-1
26,31,57Fe,-6.01E+4,2.68E-1
26,45,71Fe,-3.19E+4,4.00E+2
26,44,70Fe,-3.68E+4,3.00E+2
26,47,73Fe,-2.39E+4,5.00E+2
26,46,72Fe,-2.92E+4,5.00E+2
26,49,75Fe,-1.47E+4,6.00E+2
26,48,74Fe,-2.06E+4,5.00E+2
26,41,67Fe,-4.57E+4,3.81
26,40,66Fe,-5.00E+4,4.09
26,43,69Fe,-3.91E+4,2.00E+2
26,42,68Fe,-4.38E+4,1.93E+2
26,19,45Fe,1.44E+4,2.83E+2
26,23,49Fe,-2.47E+4,2.42E+1
26,22,48Fe,-1.80E+4,9.22E+1
26,25,51Fe,-4.01E+4,1.39
26,24,50Fe,-3.44E+4,8.38
26,27,53Fe,-5.09E+4,1.66
26,27,53Fe,-4.79e+04,1.67e+00
26,26,52Fe,-4.83E+4,1.79E-1
26,26,52Fe,-4.14e+04,1.79e-01
26,29,55Fe,-5.74E+4,3.08E-1
26,28,54Fe,-5.62E+4,3.43E-1
26,21,47Fe,-7.13E+3,5.00E+2
26,20,46Fe,1.21E+3,3.00E+2
26,50,76Fe,-1.05E+4,6.00E+2
27,47,74Co,-3.35E+4,4.00E+2
27,48,75Co,-3.05E+4,4.00E+2
27,45,72Co,-4.03E+4,3.00E+2
27,45,72Co,-4.03E+4,3.00E+2
27,45,72Co,-4.03E+4,3.00E+2
27,46,73Co,-3.79E+4,3.00E+2
27,49,76Co,-2.56E+4,5.00E+2
27,49,76Co,-2.56E+4,5.00E+2
27,40,67Co,-5.53E+4,6.44
27,40,67Co,-5.48e+04,6.44e+00
27,43,70Co,-4.65E+4,1.09E+1
27,43,70Co,-4.65E+4,1.09E+1
27,44,71Co,-4.43E+4,4.65E+2
27,41,68Co,-5.16E+4,3.85
27,41,68Co,-5.16E+4,3.85
27,42,69Co,-5.03E+4,8.56E+1
27,42,69Co,-5.02e+04,8.57e+01
27,50,77Co,-2.19E+4,6.00E+2
27,51,78Co,-1.53E+4,7.00E+2
27,25,52Co,-3.43E+4,5.28
27,25,52Co,-3.40e+04,5.28e+00
27,26,53Co,-4.26E+4,1.72
27,26,53Co,-3.95e+04,1.73e+00
27,23,50Co,-1.75E+4,1.25E+2
27,24,51Co,-2.73E+4,4.84E+1
27,29,56Co,-5.60E+4,4.75E-1
27,27,54Co,-4.80E+4,3.55E-1
27,27,54Co,-4.78e+04,3.55e-01
27,28,55Co,-5.40E+4,4.05E-1
27,36,63Co,-6.18E+4,1.85E+1
27,37,64Co,-5.97E+4,2.00E+1
27,37,64Co,-5.97e+04,2.00e+01
27,34,61Co,-6.28E+4,8.39E-1
27,35,62Co,-6.14E+4,1.85E+1
27,35,62Co,-6.14e+04,1.86e+01
27,38,65Co,-5.91E+4,2.08
27,39,66Co,-5.64E+4,1.39E+1
27,32,59Co,-6.22E+4,3.97E-1
27,33,60Co,-6.16E+4,4.03E-1
27,33,60Co,-6.16e+04,4.03e-01
27,30,57Co,-5.93E+4,5.16E-1
27,31,58Co,-5.98E+4,1.15
27,31,58Co,-5.98e+04,1.15e+00
28,51,79Ni,-2.81E+4,5.00E+2
28,52,80Ni,-2.32E+4,6.00E+2
28,50,78Ni,-3.48E+4,4.00E+2
28,53,81Ni,-1.60E+4,7.00E+2
28,54,82Ni,-1.07E+4,8.00E+2
28,37,65Ni,-6.51E+4,4.83E-1
28,38,66Ni,-6.60E+4,1.39
28,35,63Ni,-6.55E+4,4.26E-1
28,36,64Ni,-6.70E+4,4.63E-1
28,39,67Ni,-6.37E+4,2.88
28,30,58Ni,-6.02E+4,3.49E-1
28,33,61Ni,-6.42E+4,3.55E-1
28,34,62Ni,-6.67E+4,4.25E-1
28,31,59Ni,-6.11E+4,3.51E-1
28,32,60Ni,-6.44E+4,3.53E-1
28,48,76Ni,-4.21E+4,3.00E+2
28,49,77Ni,-3.73E+4,4.00E+2
28,46,74Ni,-4.87E+4,2.00E+2
28,47,75Ni,-4.42E+4,2.00E+2
28,40,68Ni,-6.34E+4,2.98
28,41,69Ni,-5.99E+4,3.72
28,41,69Ni,-5.97e+04,3.73e+00
28,44,72Ni,-5.42E+4,2.23
28,45,73Ni,-5.01E+4,2.42
28,42,70Ni,-5.92E+4,2.14
